latitude,longitude,duration
51.485743,-0.223616,180
51.48591714,-0.124469948,1380
51.51908011,-0.124678402,480
51.50295379,-0.158456089,660
51.51328,-0.047784,300
51.50402794,-0.11386436,540
51.50403821,-0.217400093,2460
51.52261762,-0.071653961,720
51.50935171,-0.14744969,1440
51.51795029,-0.108657431,540
51.52959,-0.0801,3660
51.5165179,-0.164393768,900
51.50462759,-0.091773776,420
51.5118973,-0.137043852,1260
51.487679,-0.021582,1320
51.48512191,-0.174971902,300
51.49610093,-0.208158259,780
51.50064702,-0.078600401,360
51.49874469,-0.103132904,240
51.51475963,-0.148105415,1140
51.52702563,-0.088542771,540
51.51906932,-0.088285377,180
51.53908372,-0.070329419,420
51.50311799,-0.153520935,1020
51.52644342,-0.109256828,1680
51.534776,-0.071881,360
51.5165179,-0.164393768,1800
51.506613,-0.142844,1200
51.5097860151,-0.0681619805156,660
51.46916161,-0.174485792,300
51.49021762,-0.215087092,240
51.52635795,-0.125979294,720
51.47518024,-0.167160736,300
51.48959104,-0.209378594,1140
51.51858757,-0.132053392,1800
51.49320445,-0.144132875,240
51.51641749,-0.179135079,300
51.488852,-0.105593,1320
51.51882555,-0.108028472,1500
51.49738251,-0.089446947,1200
51.490083,-0.162418,420
51.50990837,-0.187842717,2460
51.52554222,-0.138231303,840
51.50613324,-0.114686385,420
51.51734403,-0.138072691,780
51.50402794,-0.11386436,840
51.50379168,-0.11282408,600
51.50143293,-0.178656971,2340
51.48795853,-0.187404506,1020
51.52341837,-0.124121774,420
51.509303,-0.025996,1140
51.50777049,-0.130699733,1320
51.513735,-0.193487,1920
51.5057030357,-0.0277727426235,5340
51.51236389,-0.06954201,960
51.53450449,-0.106992706,240
51.50311799,-0.153520935,16680
51.5262503,-0.123509611,2340
51.51601,-0.0985,780
51.51615461,-0.082422399,480
51.49888404,-0.165471605,1080
51.51580998,-0.105270275,420
51.50402794,-0.11386436,780
51.5067252868,-0.0988072461627,1560
51.52600832,-0.096317627,180
51.52671796,-0.104298194,420
51.52994371,-0.123616824,600
51.53658514,-0.075885686,120
51.49206037,-0.132224622,180
51.52261762,-0.071653961,1740
51.50946212,-0.124749274,720
51.51552971,-0.190240716,1860
51.5118973,-0.137043852,960
51.4931848,-0.167894973,420
51.5225965,-0.161113413,2160
51.52168078,-0.130431727,720
51.50946212,-0.124749274,2040
51.51782144,-0.096496865,720
51.50645179,-0.170279555,660
51.498386,-0.107913,540
51.52326004,-0.104708922,1500
51.48606206,-0.214428378,840
51.520955,-0.083493552,780
51.47729232,-0.16478637,1440
51.483145,-0.113134,480
51.496957,-0.173894,1260
51.51906932,-0.088285377,1080
51.4863434,-0.122492418,840
51.51457763,-0.158264483,300
51.49236962,-0.147478734,1200
51.52364804,-0.074754872,300
51.52671796,-0.104298194,1140
51.494412,-0.173881,360
51.506613,-0.142844,1080
51.51641749,-0.179135079,1140
51.51641749,-0.179135079,300
51.50402794,-0.11386436,480
51.50542628,-0.150817316,840
51.45475251,-0.195197203,1320
51.51492456,-0.066078037,420
51.468814,-0.210279,660
51.52096262,-0.085634242,1020
51.527326,-0.13605286,1380
51.51787005,-0.201005397,660
51.50379168,-0.11282408,1140
51.46079243,-0.212607684,600
51.50748124,-0.205535908,180
51.50810309,-0.12602103,720
51.50950627,-0.075459482,1020
51.53658514,-0.075885686,420
51.51615461,-0.082422399,960
51.51397065,-0.09294031,540
51.50403821,-0.217400093,120
51.49616092,-0.140947636,1200
51.526153,-0.102208,900
51.51891348,-0.156166631,360
51.4768851,-0.215895601,480
51.51155322,-0.0929401,720
51.52085887,-0.089887855,360
51.493978,-0.127554,1680
51.4768851,-0.215895601,300
51.51248445,-0.099141408,900
51.532091,-0.06142,840
51.53658514,-0.075885686,1140
51.504942,-0.115533,900
51.506767,-0.123702,1620
51.520955,-0.083493552,480
51.51159481,-0.077121322,540
51.50070305,-0.129698963,1620
51.5154186,-0.098850915,1800
51.50654321,-0.123179697,3420
51.528224,-0.037471,360
51.52261762,-0.071653961,960
51.53642464,-0.054162264,1800
51.48810829,-0.22660621,180
51.538718,-0.011889482,1080
51.49654462,-0.150905245,3180
51.49456127,-0.15393398,1380
51.509303,-0.025996,1680
51.51175646,-0.119643424,660
51.51431171,-0.200838199,1620
51.49148474,-0.090220911,1680
51.531127,-0.048017,1440
51.52334476,-0.183846408,240
51.50654321,-0.123179697,1620
51.51505991,-0.10534448,720
51.50946212,-0.124749274,360
51.52867339,-0.087459376,120
51.49675303,-0.138733562,420
51.46760141,-0.20682737,900
51.5154186,-0.098850915,600
51.50070305,-0.129698963,2820
51.53266186,-0.099981142,660
51.46904022,-0.19627483,420
51.502319,-0.200742,1320
51.5262503,-0.123509611,960
51.507131,-0.06691,960
51.50069361,-0.102091246,600
51.506613,-0.142844,1260
51.5154186,-0.098850915,1200
51.49942855,-0.179702476,600
51.52867339,-0.087459376,720
51.49085368,-0.196170309,420
51.52395143,-0.122502346,900
51.53589283,-0.160854428,5340
51.53558,-0.08249,300
51.51700801,-0.09388536,1020
51.50185512,-0.159237081,3240
51.524677,-0.03562,360
51.50462759,-0.091773776,360
51.51615461,-0.082422399,360
51.52635795,-0.125979294,1440
51.52589324,-0.090847761,900
51.52458353,-0.058631453,720
51.53642464,-0.054162264,1620
51.514115,-0.033828,660
51.53356,-0.09315,1260
51.541603,-0.138853,840
51.5128711,-0.0389866,600
51.533283,-0.028155,1500
51.516204,-0.155525,1920
51.528222,-0.069743,420
51.52994371,-0.123616824,900
51.472817,-0.199783,360
51.51795029,-0.108657431,540
51.50748124,-0.205535908,660
51.528224,-0.037471,840
51.50402794,-0.11386436,480
51.4714330677,-0.123670735702,1080
51.52572618,-0.088486188,420
51.485587,-0.18119,840
51.51616,-0.18697,540
51.50402794,-0.11386436,3660
51.52395143,-0.122502346,420
51.50143293,-0.178656971,2100
51.50295379,-0.158456089,840
51.51505991,-0.10534448,1200
51.526041,-0.047218,1260
51.49016361,-0.19039362,480
51.53658514,-0.075885686,480
51.4768851,-0.215895601,3300
51.50742485,-0.134621209,1320
51.50472376,-0.192538767,840
51.51196803,-0.120718759,720
51.50742485,-0.134621209,1080
51.51573534,-0.093080779,1260
51.47303687,-0.214749808,1440
51.48357068,-0.202038682,480
51.49398524,-0.136928582,780
51.531864,-0.066035,540
51.531066,-0.11934,960
51.52784273,-0.108068155,360
51.51580998,-0.105270275,540
51.50462759,-0.091773776,420
51.5034938,-0.07962099,840
51.50311799,-0.153520935,1260
51.504749,-0.057544,120
51.50402794,-0.11386436,5880
51.46822047,-0.190346493,240
51.51449962,-0.141423695,1620
51.46760141,-0.20682737,4200
51.51707521,-0.086685542,780
51.52702563,-0.088542771,1560
51.51251523,-0.133201961,960
51.52334672,-0.120202614,840
51.486892,-0.170983,600
51.536264,-0.133952,360
51.51632095,-0.202608612,1440
51.51175646,-0.119643424,1020
51.507131,-0.06691,1380
51.50630441,-0.087262995,120
51.51196803,-0.120718759,900
51.50908747,-0.129697889,4080
51.53908372,-0.070329419,1560
51.46095151,-0.20066766,5640
51.49313,-0.156876,960
51.52994371,-0.123616824,540
51.50613324,-0.114686385,1080
51.47569809,-0.20587627,120
51.518908,-0.079249,660
51.485587,-0.18119,840
51.5216612,-0.109006325,360
51.46718562,-0.152248582,1080
51.53546778,-0.11619105,1680
51.48438657,-0.20481514,240
51.505772,-0.016460175,900
51.53136059,-0.117069978,1500
51.507131,-0.06691,1200
51.51159481,-0.077121322,480
51.51457763,-0.158264483,540
51.52683806,-0.130504336,1260
51.49580589,-0.127575233,960
51.516226,-0.124826,960
51.515208,-0.117863,1080
51.511933,-0.174411,2280
51.50581776,-0.100186337,720
51.47286577,-0.148059277,1200
51.51422502,-0.080660083,600
51.51236389,-0.06954201,1560
51.505014,-0.17306032,960
51.53266186,-0.099981142,3720
51.51824,-0.11655,1380
51.50311799,-0.153520935,2760
51.46718562,-0.152248582,960
51.48805753,-0.140741432,420
51.499917,-0.174554,480
51.50623,-0.02296,780
51.50402794,-0.11386436,840
51.46822047,-0.190346493,4800
51.51615461,-0.082422399,840
51.50275704,-0.155349725,1440
51.50275704,-0.155349725,1020
51.48902,-0.17524,660
51.53658514,-0.075885686,420
51.51811784,-0.144228881,540
51.520955,-0.083493552,660
51.53908372,-0.070329419,1440
51.50311799,-0.153520935,3720
51.525645,-0.069543,1020
51.51362054,-0.116764211,1080
51.51772703,-0.127854211,480
51.4863434,-0.122492418,60
51.51410514,-0.147301667,1380
51.50964,-0.08497,1200
51.49422354,-0.236769936,600
51.50535447,-0.113656543,780
51.50035306,-0.217515071,120
51.5099923,-0.143495266,1860
51.51397065,-0.09294031,960
51.496957,-0.173894,600
51.47816972,-0.18243547,480
51.51475963,-0.148105415,660
51.51707521,-0.086685542,1020
51.50542628,-0.150817316,2220
51.497622,-0.125978,1260
51.51348,-0.17977,240
51.51760685,-0.121328408,420
51.47727637,-0.189210466,540
51.50379168,-0.11282408,540
51.52395143,-0.122502346,300
51.50946212,-0.124749274,1140
51.51244,-0.19096,1620
51.52994371,-0.123616824,600
51.47768469,-0.170329317,300
51.5136846,-0.135580879,480
51.5046364,-0.116542278,8340
51.499041,-0.020157,6120
51.502319,-0.200742,3000
51.5154186,-0.098850915,960
51.52784273,-0.108068155,120
51.54094,-0.010510565,3780
51.52174785,-0.094475072,1140
51.53005939,-0.120973687,540
51.49087074,-0.206029743,240
51.518154,-0.062697,1680
51.50462759,-0.091773776,480
51.49021762,-0.215087092,300
51.48357068,-0.202038682,540
51.52085887,-0.089887855,480
51.534137,-0.037366,4500
51.5034938,-0.07962099,1260
51.52469624,-0.084439283,720
51.50379168,-0.11282408,720
51.51906932,-0.088285377,660
51.52526975,-0.163795009,480
51.51352755,-0.130110822,1200
51.50462759,-0.091773776,1020
51.5017154373867,-0.1798541843891,2220
51.50930161,-0.084985356,2700
51.51248445,-0.099141408,480
51.51457763,-0.158264483,900
51.52174785,-0.094475072,660
51.48512191,-0.174971902,960
51.511246,-0.093051,420
51.48814438,-0.222456468,420
51.51908011,-0.124678402,1200
51.487679,-0.021582,660
51.50274025,-0.149569201,1140
51.51733558,-0.175810943,660
51.51734403,-0.138072691,1380
51.497622,-0.125978,540
51.5034938,-0.07962099,3240
51.52486887,-0.099489485,300
51.51397065,-0.09294031,660
51.49422354,-0.236769936,1020
51.51782144,-0.096496865,540
51.5034938,-0.07962099,1080
51.505014,-0.17306032,1140
51.52071513,-0.14521173,900
51.50064702,-0.078600401,1260
51.52025302,-0.141327271,480
51.511542,-0.056667,1200
51.51048489,-0.082989638,780
51.52600832,-0.096317627,360
51.50556905,-0.111606696,660
51.505697,-0.070542,8100
51.53583617,-0.156285395,3660
51.51196803,-0.120718759,480
51.49247977,-0.178433004,2100
51.52295439,-0.094934859,420
51.52505093,-0.131161087,480
51.49942855,-0.179702476,1260
51.5154186,-0.098850915,420
51.51552971,-0.190240716,840
51.52364804,-0.074754872,480
51.52071513,-0.14521173,1080
51.525645,-0.069543,2040
51.50039792,-0.193068385,480
51.52451738,-0.158963647,540
51.47993289,-0.19411695,1740
51.50860544,-0.193764092,480
51.47729232,-0.16478637,480
51.51248445,-0.099141408,1260
51.53658514,-0.075885686,900
51.47816972,-0.18243547,420
51.50990837,-0.187842717,1740
51.49785559,-0.081608045,420
51.49320445,-0.144132875,480
51.5046364,-0.116542278,900
51.50581776,-0.100186337,480
51.542138,-0.145393,1320
51.52505093,-0.131161087,1260
51.533379,-0.139159,1440
51.50990837,-0.187842717,3660
51.53114,-0.086016,1800
51.51461995,-0.137841333,960
51.51791921,-0.188098863,10260
51.527058,-0.025296,780
51.50990837,-0.187842717,3360
51.51417,-0.052099,540
51.50645179,-0.170279555,2340
51.5017154373867,-0.1798541843891,840
51.53005939,-0.120973687,1200
51.49395092,-0.147624377,1020
51.493381,-0.007542,60
51.5109192966489,-0.1511263847351,960
51.50379168,-0.11282408,1080
51.46239255,-0.16829214,660
51.5154186,-0.098850915,960
51.49785559,-0.081608045,360
51.5100172,-0.157275636,2100
51.50935342,-0.196422,1380
51.5017154373867,-0.1798541843891,1380
51.51791921,-0.188098863,240
51.535678,-0.062546,900
51.49760804,-0.21145598,960
51.50185512,-0.159237081,660
51.53304322,-0.172528678,1800
51.50645179,-0.170279555,2460
51.47439218,-0.163347594,660
51.5017154373867,-0.1798541843891,1200
51.49443626,-0.092921165,2400
51.520994,-0.139016,1560
51.52836014,-0.104724625,540
51.50173215,-0.100292412,300
51.520331,-0.163667,420
51.50777049,-0.130699733,600
51.49188409,-0.125674815,1620
51.51070161,-0.121723604,1500
51.51248445,-0.099141408,1740
51.50645179,-0.170279555,960
51.52784273,-0.108068155,420
51.507326,-0.145827,780
51.50357,-0.020068,540
51.51196,-0.142783033,1440
51.50379168,-0.11282408,660
51.53114,-0.086016,540
51.53583617,-0.156285395,300
51.48802358,-0.166878535,420
51.52572618,-0.088486188,240
51.5216612,-0.109006325,1380
51.506946,-0.058681,1200
51.49942855,-0.179702476,1140
51.51159481,-0.077121322,420
51.46095151,-0.20066766,1140
51.52285301,-0.099994052,540
51.50204238,-0.184400221,600
51.541603,-0.138853,540
51.51991453,-0.136039674,960
51.473471,-0.20782,420
51.521889,-0.04667,480
51.527607,-0.057133,180
51.53430039,-0.1680743,900
51.539099,-0.141728,3420
51.51340693,-0.076793375,840
51.53589283,-0.160854428,1560
51.4863434,-0.122492418,240
51.50844614,-0.131961389,840
51.49675303,-0.138733562,840
51.49914063,-0.112031483,360
51.49396755,-0.17873226,900
51.48796408,-0.161765173,1620
51.499917,-0.174554,6720
51.511246,-0.093051,1680
51.51782144,-0.096496865,720
51.50581776,-0.100186337,1620
51.5112,-0.014438,480
51.516196,-0.029138,900
51.51772703,-0.127854211,660
51.47768469,-0.170329317,720
51.52589324,-0.090847761,480
51.5366541,-0.07023031,1440
51.49320445,-0.144132875,780
51.46506424,-0.163750945,2160
51.51615461,-0.082422399,600
51.49313,-0.156876,1260
51.51217033,-0.150481272,8700
51.528169,-0.018703,600
51.49942855,-0.179702476,780
51.53558,-0.08249,1320
51.49889832,-0.100440521,540
51.51615461,-0.082422399,540
51.53404294,-0.086379717,360
51.488105,-0.110121,720
51.5000891978,-0.116628700672,300
51.50462759,-0.091773776,1920
51.49211134,-0.138364847,360
51.51681444,-0.151926305,1440
51.496957,-0.173894,1620
51.49671237,-0.20528437,720
51.51700801,-0.09388536,600
51.50173726,-0.184980612,540
51.491026,-0.209121,540
51.534776,-0.071881,240
51.511891,-0.107349,540
51.5129118,-0.153645496,1380
51.52085887,-0.089887855,1020
51.48321729,-0.211860644,600
51.534137,-0.037366,1080
51.5034938,-0.07962099,480
51.5171,-0.18377,240
51.5154186,-0.098850915,1200
51.521668,-0.079608554,420
51.50311799,-0.153520935,1500
51.53219984,-0.105480698,720
51.5272947,-0.174653609,840
51.527058,-0.025296,960
51.526293,-0.073955,1320
51.51196176,-0.097441687,840
51.51310333,-0.13121385,1140
51.53051587,-0.106408455,840
51.47287627,-0.176267008,540
51.511246,-0.093051,540
51.52994371,-0.123616824,960
51.50368837,-0.098497684,420
51.535678,-0.062546,1680
51.52867339,-0.087459376,600
51.50403821,-0.217400093,1200
51.5222641,-0.114079481,240
51.48971651,-0.170194408,780
51.50777049,-0.130699733,960
51.47084722,-0.17070367,1620
51.48894022,-0.111435796,600
51.51632095,-0.202608612,660
51.50462759,-0.091773776,1080
51.51795029,-0.108657431,840
51.46067005,-0.198735357,240
51.505461,-0.10454093,720
51.51477076,-0.12221963,780
51.52559505,-0.144083893,1740
51.52522753,-0.13518856,1560
51.52959,-0.0801,780
51.53583617,-0.156285395,540
51.52994371,-0.123616824,540
51.49785559,-0.081608045,960
51.52395143,-0.122502346,180
51.50935342,-0.196422,1020
51.534474,-0.122203,480
51.47311696,-0.137235175,420
51.50070305,-0.129698963,2100
51.527326,-0.13605286,1440
51.46706414,-0.193502076,3660
51.51048489,-0.082989638,1140
51.50777049,-0.130699733,1140
51.49234577,-0.141334487,180
51.502319,-0.200742,180
51.52526975,-0.163795009,240
51.51048489,-0.082989638,1080
51.535678,-0.062546,1560
51.460333,-0.167029,1380
51.487129,-0.009001,4980
51.50844614,-0.131961389,900
51.51492456,-0.066078037,1140
51.521668,-0.079608554,1140
51.5263778,-0.078130921,180
51.52644342,-0.109256828,600
51.49654462,-0.150905245,900
51.49459148,-0.134234258,180
51.51352755,-0.130110822,540
51.51196,-0.142783033,1080
51.518908,-0.079249,720
51.516196,-0.029138,960
51.51563144,-0.132328837,120
51.49652013,-0.101384068,780
51.51348,-0.17977,300
51.49357351,-0.139956043,1260
51.51352755,-0.130110822,1200
51.48089844,-0.183853573,300
51.50204238,-0.184400221,780
51.51991453,-0.136039674,1380
51.488226,-0.135635511,1260
51.49398524,-0.136928582,480
51.511891,-0.107349,840
51.5129118,-0.153645496,1020
51.511891,-0.107349,780
51.53005939,-0.120973687,2880
51.51772703,-0.127854211,17280
51.52364804,-0.074754872,960
51.511088,-0.057159,420
51.47946386,-0.195777222,1320
51.542138,-0.145393,600
51.48294452,-0.219346128,1440
51.499917,-0.174554,1080
51.51593725,-0.111778348,960
51.53642464,-0.054162264,540
51.51175646,-0.119643424,720
51.47816972,-0.18243547,900
51.546326,-0.00993526,3600
51.50070305,-0.129698963,1980
51.524826,-0.176268,2880
51.48724429,-0.205279052,900
51.5128711,-0.0389866,540
51.521564,-0.039264,360
51.5208417,-0.097340162,600
51.48438657,-0.20481514,780
51.499041,-0.020157,360
51.502319,-0.200742,840
51.50860544,-0.193764092,1080
51.5216612,-0.109006325,1500
51.50613324,-0.114686385,1800
51.51689296,-0.158249929,600
51.52522753,-0.13518856,1200
51.51809,-0.163609,1320
51.52174785,-0.094475072,780
51.51838043,-0.073438925,660
51.52953709,-0.083353323,960
51.51943538,-0.119123345,1140
51.52452699,-0.079248081,840
51.49559291,-0.179077626,1680
51.48997562,-0.132845681,4140
51.49422354,-0.236769936,300
51.47303687,-0.214749808,240
51.4916156,-0.186753859,1080
51.50742485,-0.134621209,1140
51.50402794,-0.11386436,240
51.49087074,-0.206029743,660
51.525941,-0.036017,1440
51.51563144,-0.132328837,540
51.472817,-0.199783,420
51.541603,-0.138853,1140
51.51795029,-0.108657431,660
51.48591714,-0.124469948,360
51.50295379,-0.158456089,3600
51.524,-0.12640984,300
51.50379168,-0.11282408,1020
51.47287627,-0.176267008,1020
51.52295439,-0.094934859,480
51.51563144,-0.132328837,360
51.50379168,-0.11282408,960
51.50613324,-0.114686385,1200
51.45971528,-0.212145939,420
51.51809,-0.163609,360
51.488105,-0.110121,900
51.51542791,-0.02356501,3000
51.46348914,-0.182126248,1680
51.49914063,-0.112031483,300
51.485587,-0.18119,660
51.52644828,-0.172190727,360
51.530326,-0.042744,960
51.517842,-0.090075,240
51.52341837,-0.124121774,420
51.494412,-0.173881,300
51.509943,-0.117619,480
51.5262503,-0.123509611,1500
51.50923022,-0.151296092,360
51.51352755,-0.130110822,1380
51.4968865,-0.161203828,720
51.51004801,-0.138846453,1500
51.50946212,-0.124749274,420
51.51811784,-0.144228881,480
51.51004801,-0.138846453,600
51.49320445,-0.144132875,1140
51.52364804,-0.074754872,840
51.51772703,-0.127854211,1020
51.51854104,-0.034903714,420
51.50311799,-0.153520935,660
51.53727795,-0.079201849,540
51.490083,-0.162418,420
51.52994371,-0.123616824,720
51.49675303,-0.138733562,840
51.50311799,-0.153520935,1800
51.51795029,-0.108657431,1020
51.518908,-0.079249,1020
51.517703,-0.154106,420
51.535678,-0.062546,300
51.50311799,-0.153520935,2520
51.494412,-0.173881,7200
51.526293,-0.073955,660
51.49874469,-0.103132904,1080
51.4863434,-0.122492418,1260
51.50462759,-0.091773776,540
51.51821864,-0.100791005,300
51.485587,-0.18119,900
51.474567,-0.12458,660
51.53642464,-0.054162264,960
